0	0	0	0
-0.10415	0.020565	0.0257	0.028066
0.04469	-0.0040669	0.00864	0.021519
0.00543	-0.034201	-0.06247	0.018579
0.03805	-0.018262	-0.05785	-0.021921
0.0805	0.019845	0.04776	0.032322
-0.01342	-0.009473	0.03115	-0.020815
-0.02397	0.0080118	0.09627	-0.02002
-0.06383	-0.00469	0.01259	0.013978
-0.07047	-0.008565	0.06102	0.016272
0.03124	0.0071873	-0.02883	0.015029
-0.01413	-0.020826	0.06532	0.015541
-0.1042	-0.0058575	-0.0796	-0.0037368
0.01917	-0.026504	0.06812	0.0087372
-0.01403	-0.02344	0.05553	-0.0014965
-0.02564	0.017164	-0.00264	-0.010399
-0.01282	0.011619	0.009	-0.020985
0.0142	0.0059165	0.06369	-0.010902
-0.06963	0.030776	0.01512	-0.016887
-0.0496	-0.016121	0.00022241	-0.00007246
-0.05283	0.018623	0.02014	0.011679
-0.0798	0.027711	0.02617	0.0016547
0.00632	-0.01609	-0.10187	-0.0097388
-0.11652	-0.016275	0.02971	-0.00080603
-0.03898	-0.0060316	0.04442	-0.028363
0.04462	0.016055	0.02177	-0.034379
-0.01693	-0.011991	-0.03267	-0.010971
0.00848	0.0094149	-0.00533	0.0060681
0.01689	-0.017194	-0.03281	-0.0016736
0.03525	0.012863	0.04553	0.0026812
-0.02756	0.039209	-0.02751	-0.022681
-0.05068	0.004735	0.01253	-0.010072
-0.00013295	-0.01055	0.0317	0.0018059
0.04823	0.0014685	0.02002	0.0032142
-0.00333	0.01493	-0.05178	-0.0125
-0.06467	0.0066708	0.03319	-0.0083656
0.02222	0.010122	0.01153	0.02761
0.01015	0.0052371	0.0298	-0.006957
0.07895	-0.0057803	-0.00802	-0.016856
-0.01373	-0.02346	0.064	-0.007774
0.01302	-0.015238	-0.06737	-0.011657
0.07617	-0.023774	0.05772	0.0094028
0.03625	-0.033159	-0.09886	0.016903
0.09991	0.024396	-0.04355	0.0026771
0.01585	-0.020072	0.08293	0.029342
-0.02257	-0.024873	-0.08034	-0.028895
-0.0093	-0.014305	-0.05624	-0.0095391
-0.06517	0.012616	-0.08038	-0.0049236
-0.10132	-0.0051092	-0.07419	0.011792
0.00483	-0.0019048	-0.01904	-0.0024514
0.02566	0.032883	-0.00287	-0.0069125
0.03281	-0.0089432	-0.08216	-0.02117
0.0856	-0.0089344	-0.12373	0.010484
0.02338	0.0081259	-0.04938	0.035436
0.01191	0.0022748	-0.01499	0.0056328
0.01385	0.009219	0.05295	0.010673
-0.04512	-0.039646	0.012	0.010967
-0.00859	0.0066083	-0.00471	0.00053784
0.0476	-0.035325	0.00223	-0.016281
-0.00659	-0.0076256	-0.0877	0.0075552
0.04847	0.024376	0.03075	-0.0070642
-0.05809	-0.012735	-0.01211	-0.025102
-0.03396	0.010832	-0.04558	0.01358
0.04415	-0.017475	-0.00768	0.00017108
0.03791	0.0027165	-0.00875	0.017219
-0.04969	0.0060726	-0.08586	0.016083
-0.03462	-0.013689	-0.09413	0.02971
-0.00876	-0.012709	-0.07	0.030797
-0.0691	0.0097264	0.00785	-0.0022708
0.02922	0.021789	-0.08903	-0.013016
-0.01897	0.00002042	0.11986	0.00073016
-0.01249	-0.0083187	0.03449	0.012812
-0.08111	0.03177	0.01424	0.012121
0.09239	0.014616	0.00294	-0.0038213
0.01298	-0.0062462	0.02183	0.0035357
-0.07057	-0.00071272	0.06744	-0.010565
-0.000045952	-0.0067532	0.03015	-0.017547
0.00033044	-0.030772	0.09471	-0.016564
0.04414	-0.0035162	0.03889	0.03104
0.01355	-0.011045	-0.00144	0.018588
-0.07708	0.01237	-0.00912	0.0064822
-0.04697	0.013485	0.05951	-0.0014504
-0.01062	0.0087514	0.0936	0.033659
-0.01529	0.0089811	0.00481	-0.026104
-0.02772	-0.014337	-0.02256	0.0011453
0.12091	-0.015953	-0.06588	-0.00036522
0.02093	-0.015674	-0.00221	-0.024785
0.02451	0.029168	0.06141	0.015409
-0.06604	0.0012359	0.09812	-0.014999
-0.04033	-0.036502	0.06868	0.018834
0.03699	0.00018308	0.00412	0.021702
0.01019	-0.022245	-0.05413	0.0034329
-0.04348	0.021455	-0.09278	-0.00069284
0.01301	-0.00010589	0.01975	0.0097268
